# ID  name  B  Berr  V  Verr  R  Rerr  I  Ierr  psfMag_u  psfMagErr_u  psfMag_g  psfMagErr_g  psfMag_r  psfMagErr_r  psfMag_i  psfMagErr_i  psfMag_z  psfMagErr_z  good_u  good_g  good_r  good_i  good_z
1-4646-40-3-80-1084  M3-S3  0  0  19.448  0  0  0  18.875  0  20.406  0.056  19.584  0.02  19.304  0.018  19.26  0.024  19.186  0.056  1  0  1  0  1
1-4646-40-3-80-1109  M3-S10  19.908  0  19.462  0  0  0  18.89  0  20.463  0.059  19.568  0.02  19.363  0.018  19.265  0.024  19.276  0.061  1  0  0  0  1
1-4646-40-3-80-1139  M3-S14  19.525  0  19.125  0  0  0  18.563  0  20.181  0.047  19.238  0.019  19.025  0.016  18.926  0.022  18.976  0.049  1  0  1  0  1
1-4646-40-3-80-1157  M3-S5  20.237  0  19.788  0  0  0  19.17  0  20.905  0.082  19.928  0.022  19.66  0.02  19.591  0.027  19.671  0.085  1  0  1  0  1
1-4646-40-3-80-1158  M3-S6  0  0  19.854  0  0  0  19.248  0  20.801  0.076  19.988  0.022  19.718  0.02  19.623  0.027  19.68  0.085  1  0  1  0  1
1-4646-40-3-80-1182  M3-S2  0  0  19.505  0  0  0  18.915  0  20.569  0.064  19.612  0.02  19.378  0.018  19.326  0.024  19.363  0.066  1  0  1  0  1
1-4646-40-3-80-1184  M3-S22  0  0  19.703  0  0  0  19.111  0  20.815  0.076  19.845  0.022  19.598  0.02  19.53  0.026  19.659  0.084  1  0  1  0  1
1-4646-40-3-80-1202  M3-S34  19.047  0  18.594  0  0  0  17.999  0  19.707  0.036  18.741  0.018  18.502  0.015  18.355  0.02  18.381  0.032  1  0  1  0  1
1-4646-40-3-80-1203  M3-S31  0  0  19.563  0  0  0  18.984  0  20.602  0.064  19.677  0.021  19.454  0.019  19.374  0.025  19.294  0.062  1  0  1  0  1
1-4646-40-3-80-1210  M3-S28  0  0  19.135  0  0  0  18.558  0  20.233  0.05  19.257  0.019  19.017  0.016  18.971  0.022  18.997  0.05  1  0  1  0  1
1-4646-40-3-80-1213  M3-S15  19.26  0  18.864  0  0  0  18.276  0  20.032  0.044  18.975  0.018  18.736  0.016  18.655  0.021  18.668  0.039  1  0  1  0  1
1-4646-40-3-80-1214  M3-S9  19.916  0  19.497  0  0  0  18.912  0  20.583  0.064  19.628  0.02  19.382  0.018  19.284  0.024  19.327  0.064  1  0  1  0  1
1-4646-40-3-80-1224  M3-S16  19.89  0  19.475  0  0  0  18.904  0  20.487  0.06  19.597  0.02  19.329  0.018  19.265  0.024  19.252  0.059  1  0  1  0  1
1-4646-40-3-80-1226  M3-S13  19.683  0  19.267  0  0  0  18.684  0  20.304  0.053  19.38  0.019  19.114  0.017  19.06  0.023  19.071  0.052  1  0  1  0  1
1-4646-40-3-80-1230  M3-S12  19.435  0  19.062  0  0  0  18.493  0  20.101  0.046  19.179  0.019  18.926  0.016  18.893  0.022  18.873  0.045  1  0  1  0  1
1-4646-40-3-80-1231  M3-S11  0  0  19.255  0  0  0  18.638  0  20.368  0.055  19.393  0.019  19.131  0.017  19.033  0.023  19.036  0.051  1  0  1  0  1
1-4646-40-3-80-1244  M3-S21  19.746  0  19.319  0  0  0  18.711  0  20.384  0.057  19.397  0.024  19.191  0.02  19.093  0.025  19.148  0.057  1  0  1  0  1
1-4646-40-3-80-1247  M3-S17  20.272  0  19.842  0  0  0  19.245  0  20.764  0.074  19.967  0.022  19.687  0.02  19.598  0.027  19.656  0.084  1  0  1  0  1
1-4646-40-3-80-1273  M3-S18  20.327  0  19.882  0  0  0  19.263  0  21.033  0.091  20.033  0.023  19.755  0.021  19.642  0.027  19.713  0.088  1  0  1  0  1
1-4646-40-3-80-1285  M3-S35  19.719  0  19.317  0  0  0  18.749  0  20.417  0.064  19.439  0.02  19.199  0.017  19.109  0.025  19.043  0.051  0  0  1  0  1
1-4646-40-3-80-1286  M3-S36  20.166  0  19.737  0  0  0  19.149  0  20.848  0.078  19.887  0.022  19.629  0.02  19.546  0.026  19.575  0.078  1  0  1  0  1
1-4646-40-3-80-1302  M3-S78  19.07  0  0  0  0  0  17.94  0  19.792  0.037  18.733  0.018  18.473  0.015  18.325  0.02  18.272  0.031  1  0  1  0  1
1-4646-40-3-80-1321  M3-S79  19.592  0  0  0  0  0  18.557  0  20.388  0.055  19.333  0.02  19.119  0.017  18.996  0.023  18.976  0.049  1  0  1  0  1
1-4646-40-3-80-1339  M3-S46  19.344  0  18.949  0  0  0  18.373  0  19.981  0.043  19.081  0.02  18.844  0.018  18.75  0.022  18.737  0.041  1  0  1  0  0
1-4646-40-3-80-1367  M3-S62  19.603  0  19.208  0  0  0  18.625  0  20.301  0.052  19.349  0.019  19.135  0.017  19.033  0.023  18.93  0.047  1  0  1  0  1
1-4646-40-3-80-1385  M3-S32  19.543  0  19.167  0  0  0  18.599  0  20.271  0.052  19.291  0.019  19.055  0.017  18.966  0.022  18.918  0.047  1  0  1  0  1
1-4646-40-3-80-1395  M3-S23  0  0  20.024  0  0  0  19.395  0  21.333  0.116  20.188  0.026  19.927  0.027  19.785  0.032  19.72  0.089  1  0  1  0  1
1-4646-40-3-80-1402  M3-S66  19.603  0  19.206  0  0  0  18.635  0  20.336  0.053  19.34  0.019  19.127  0.017  19.032  0.022  18.958  0.048  1  0  1  0  1
1-4646-40-3-80-1405  M3-S73  20.357  0  19.941  0  0  0  19.333  0  21.118  0.095  20.097  0.023  19.863  0.022  19.774  0.029  19.712  0.087  1  0  1  0  1
1-4646-40-3-80-1411  M3-S20  0  0  19.972  0  0  0  19.34  0  20.883  0.081  20.118  0.023  19.858  0.022  19.755  0.029  19.691  0.086  1  0  1  0  1
1-4646-40-3-80-1435  M3-S103  19.195  0  0  0  0  0  18.121  0  19.89  0.039  18.872  0.018  18.662  0.015  18.535  0.021  18.538  0.036  1  0  1  0  1
1-4646-40-3-80-1436  M3-S108  19.24  0  18.807  0  0  0  18.22  0  19.969  0.041  18.957  0.018  18.748  0.016  18.632  0.021  18.588  0.037  1  0  1  0  1
1-4646-40-3-80-1437  M3-S119  0  0  19.316  0  0  0  18.745  0  20.4  0.055  19.435  0.02  19.245  0.017  19.134  0.023  19.168  0.056  1  0  1  0  1
1-4646-40-3-80-1460  M3-S43  19.808  0  19.414  0  0  0  18.827  0  20.415  0.057  19.514  0.02  19.314  0.018  19.221  0.024  19.146  0.056  1  0  1  0  1
1-4646-40-3-80-1461  M3-S37  20.207  0  19.774  0  0  0  19.169  0  20.758  0.074  19.927  0.022  19.635  0.02  19.504  0.026  19.501  0.074  1  0  1  0  1
1-4646-40-3-80-1481  M3-S65  19.628  0  19.25  0  0  0  18.689  0  20.373  0.055  19.334  0.019  19.171  0.017  19.023  0.022  19.059  0.052  1  0  1  0  1
1-4646-40-3-80-1514  M3-S42  20.205  0  19.786  0  0  0  19.169  0  20.874  0.08  19.909  0.023  19.654  0.02  19.888  0.047  19.533  0.076  1  0  1  0  1
1-4646-40-3-80-1519  M3-S52  20.13  0  19.678  0  0  0  19.037  0  20.776  0.075  19.809  0.021  19.535  0.019  19.411  0.025  19.39  0.068  1  0  1  0  1
1-4646-40-3-80-1521  M3-S70  20.063  0  19.663  0  0  0  19.081  0  20.571  0.064  19.795  0.021  19.55  0.019  19.362  0.025  19.441  0.07  1  0  1  0  1
1-4646-40-3-80-1543  M3-S69  20.509  0  20.09  0  0  0  19.47  0  21.188  0.103  20.237  0.026  19.992  0.027  19.827  0.033  19.746  0.091  1  0  1  0  1
1-4646-40-3-80-1551  M3-S96  19.832  0  19.309  0  0  0  18.605  0  20.563  0.064  19.507  0.021  19.19  0.019  18.985  0.024  18.981  0.045  1  0  1  0  0
1-4646-40-3-80-1559  M3-S51  19.148  0  18.715  0  0  0  18.095  0  19.825  0.039  18.839  0.018  18.615  0.015  18.483  0.021  18.487  0.035  1  0  1  0  1
1-4646-40-3-80-1560  M3-S57  19.451  0  19.034  0  0  0  18.442  0  20.065  0.045  19.137  0.02  18.919  0.018  18.841  0.022  18.89  0.046  1  0  1  0  1
1-4646-40-3-80-1561  M3-S61  20.146  0  19.719  0  0  0  19.11  0  20.656  0.069  19.856  0.022  19.597  0.02  19.512  0.026  19.358  0.066  1  0  1  0  1
1-4646-40-3-80-1604  M3-S115  19.495  0  19.102  0  0  0  18.533  0  20.23  0.05  19.24  0.021  19.077  0.019  18.914  0.024  18.871  0.046  1  0  1  0  1
1-4646-40-3-80-1610  M3-S81  19.959  0  19.559  0  0  0  18.976  0  20.656  0.069  19.739  0.026  19.59  0.028  19.468  0.031  19.485  0.076  1  0  1  0  1
1-4646-40-3-80-1613  M3-S55  0  0  19.939  0  0  0  19.298  0  21  0.089  20.078  0.023  19.835  0.021  19.701  0.028  19.842  0.098  1  0  1  0  1
1-4646-40-3-80-1635  M3-S133  19.276  0  18.878  0  0  0  18.292  0  20.062  0.044  18.989  0.018  18.817  0.016  18.67  0.021  18.725  0.041  1  0  1  0  1
1-4646-40-3-80-1636  M3-S142  19.711  0  19.295  0  0  0  18.717  0  20.433  0.057  19.416  0.02  19.241  0.017  19.094  0.023  19.036  0.051  1  0  1  0  1
1-4646-40-3-80-1637  M3-S124  20.255  0  19.819  0  0  0  19.204  0  20.864  0.079  19.999  0.032  19.768  0.029  19.662  0.035  19.412  0.071  1  0  1  0  1
1-4646-40-3-80-1664  M3-S102  19.816  0  19.437  0  0  0  18.866  0  20.473  0.059  19.544  0.02  19.345  0.018  19.218  0.024  19.215  0.059  1  0  1  0  1
1-4646-40-3-80-1666  M3-S98  19.635  0  19.246  0  0  0  18.675  0  20.329  0.054  19.367  0.019  19.156  0.017  19.04  0.022  19.025  0.051  1  0  1  0  1
1-4646-40-3-80-1667  M3-S114  19.903  0  19.517  0  0  0  18.942  0  20.448  0.058  19.615  0.02  19.437  0.018  19.328  0.029  19.26  0.061  1  0  1  0  1
1-4646-40-3-80-1668  M3-S111  20.381  0  19.959  0  0  0  19.341  0  21.058  0.092  20.07  0.024  19.878  0.022  19.702  0.028  19.791  0.094  1  0  1  0  1
1-4646-40-3-80-1669  M3-S125  20.575  0  20.042  0  0  0  19.39  0  21.355  0.119  20.264  0.028  19.927  0.028  19.779  0.037  19.95  0.108  1  0  1  0  1
1-4646-40-3-80-1684  M3-S82  20.162  0  19.757  0  0  0  19.152  0  20.907  0.082  19.907  0.022  19.639  0.02  19.517  0.026  19.672  0.085  1  0  1  0  1
1-4646-40-3-80-1690  M3-S68  19.956  0  19.511  0  0  0  18.919  0  20.554  0.063  19.648  0.02  19.44  0.018  19.3  0.024  19.398  0.068  1  0  1  0  1
1-4646-40-3-80-1693  M3-S58  0  0  19.609  0  0  0  18.993  0  20.609  0.066  19.738  0.021  19.513  0.019  19.442  0.025  19.389  0.068  1  0  1  0  1
1-4646-40-3-80-1710  M3-S85  19.113  0  18.719  0  0  0  18.124  0  19.806  0.041  18.89  0.027  18.636  0.023  18.5  0.028  18.514  0.04  1  0  1  0  1
1-4646-40-3-80-1721  M3-S143  19.239  0  18.785  0  0  0  18.184  0  19.961  0.044  18.926  0.019  18.779  0.016  18.616  0.027  18.543  0.037  1  0  1  0  1
1-4646-40-3-80-1722  M3-S146  19.371  0  18.937  0  0  0  18.347  0  20.151  0.052  19.063  0.027  18.899  0.057  18.75  0.024  18.793  0.045  1  0  1  0  1
1-4646-40-3-80-1723  M3-S153  19.374  0  18.946  0  0  0  18.366  0  20.074  0.046  19.081  0.023  18.948  0.024  18.761  0.026  18.79  0.044  1  0  1  0  1
1-4646-40-3-80-1724  M3-S160  0  0  19.444  0  0  0  18.861  0  20.564  0.063  19.607  0.027  19.441  0.028  19.278  0.028  19.196  0.058  1  0  1  0  1
1-4646-40-3-80-1782  M3-S217  19.521  0  19.078  0  0  0  18.506  0  20.239  0.05  19.234  0.021  19.077  0.02  18.912  0.026  18.968  0.049  1  0  1  0  1
1-4646-40-3-80-1783  M3-S202  19.658  0  19.23  0  0  0  18.648  0  20.418  0.056  19.445  0.022  19.253  0.02  19.041  0.023  19.06  0.052  1  0  1  0  1
1-4646-40-3-80-1784  M3-S165  19.618  0  19.201  0  0  0  18.616  0  20.353  0.053  19.334  0.019  19.181  0.017  19.044  0.026  18.964  0.048  1  0  1  0  1
1-4646-40-3-80-1785  M3-S216  19.762  0  19.357  0  0  0  18.778  0  20.541  0.063  19.497  0.022  19.367  0.022  19.196  0.026  19.204  0.059  1  0  1  0  1
1-4646-40-3-80-1786  M3-S182  19.947  0  19.535  0  0  0  18.946  0  20.712  0.07  19.601  0.025  19.439  0.026  19.299  0.031  19.344  0.072  1  0  1  0  1
1-4646-40-3-80-1787  M3-S235  20.05  0  19.583  0  0  0  18.967  0  20.781  0.074  19.733  0.021  19.551  0.021  19.411  0.026  19.336  0.067  1  0  1  0  1
1-4646-40-3-80-1788  M3-S230  20.196  0  19.736  0  0  0  19.12  0  20.788  0.074  19.91  0.024  19.757  0.021  19.504  0.026  19.518  0.075  1  0  0  0  1
1-4646-40-3-80-1789  M3-S151  20.132  0  19.68  0  0  0  19.072  0  20.921  0.081  19.805  0.021  19.627  0.019  19.495  0.025  19.503  0.074  1  0  1  0  1
1-4646-40-3-80-1790  M3-S211  20.448  0  19.99  0  0  0  19.356  0  21.108  0.094  20.153  0.023  19.948  0.022  19.771  0.029  19.817  0.096  1  0  1  0  1
1-4646-40-3-80-1839  M3-S167  19.264  0  18.848  0  0  0  18.258  0  19.913  0.04  18.968  0.018  18.774  0.015  18.632  0.023  18.649  0.039  1  0  1  0  1
1-4646-40-3-80-1857  M3-S104  0  0  19.382  0  0  0  18.712  0  20.565  0.065  19.545  0.022  19.286  0.026  19.227  0.048  19.189  0.067  1  0  1  0  1
1-4646-40-3-80-1858  M3-S112  0  0  19.948  0  0  0  19.318  0  21.131  0.103  20.107  0.046  19.834  0.042  19.73  0.052  19.677  0.087  1  0  1  0  1
1-4646-40-3-80-1887  M3-S121  19.992  0  19.563  0  0  0  18.961  0  20.68  0.07  19.694  0.021  19.443  0.019  19.394  0.025  19.451  0.072  1  0  1  0  1
1-4646-40-3-80-1888  M3-S139  19.947  0  19.535  0  0  0  18.935  0  20.6  0.066  19.667  0.021  19.455  0.018  19.368  0.025  19.294  0.063  1  0  1  0  1
1-4649-40-4-145-48  M3-S45  17.497  0  0  0  0  0  15.919  0  18.468  0.021  17.128  0.014  16.607  0.018  16.382  9.102E-3  16.311  0.016  1  0  0  0  1
1-4649-40-4-145-80  M3-S77  17.593  0  0  0  0  0  16.064  0  18.447  0.021  17.223  0.014  16.733  0.018  16.518  9.16E-3  16.453  0.016  1  0  0  0  1
1-4649-40-4-145-172  M3-S251  18.365  0  0  0  0  0  17.047  0  19.21  0.031  18.077  0.016  17.649  0.02  17.535  0.011  17.425  0.021  1  0  0  0  1
1-4649-40-4-145-889  M3-S159  19.197  0  0  0  0  0  18.149  0  19.914  0.045  18.926  0.016  18.671  0.02  18.6  0.013  18.569  0.041  1  0  0  0  1
1-4649-40-4-145-890  M3-S140  19.331  0  0  0  0  0  18.32  0  20.235  0.056  19.081  0.017  18.813  0.02  18.774  0.014  18.802  0.049  1  0  0  0  1
1-4649-40-4-145-902  M3-S175  19.168  0  0  0  0  0  18.079  0  19.905  0.056  18.897  0.047  18.581  0.047  18.537  0.044  18.462  0.044  1  0  0  0  1
1-4649-40-4-145-944  M3-S204  19.129  0  0  0  0  0  18.11  0  20.125  0.057  18.978  0.024  18.814  0.033  18.635  0.025  18.541  0.043  1  0  0  0  1
1-4649-40-4-145-945  M3-S193  19.486  0  0  0  0  0  18.505  0  20.314  0.063  19.237  0.017  18.987  0.021  18.919  0.015  18.961  0.056  1  0  0  0  1
1-4649-40-4-145-1119  M3-S317  19.267  0  0  0  0  0  18.24  0  20.077  0.049  19.02  0.016  18.756  0.02  18.68  0.014  18.678  0.045  1  0  0  0  1
1-2126-41-1-141-18  PG0918-S103  18.235  0  17.292  0  0  0  16.264  0  19.647  0.03  17.723  0.023  17.011  0.014  16.719  0.014  16.548  0.019  1  1  1  1  1
1-2126-41-1-141-31  PG0918-S86  16.946  0  16.334  0  0  0  15.603  0  17.785  0.016  16.583  0.023  16.166  0.014  16.008  0.014  15.953  0.018  1  1  1  1  1
1-2126-41-1-141-134  PG0918-S58  15.606  0  14.731  0  0  0  13.761  0  16.864  0.014  15.133  0.023  14.47  0.013  14.201  0.013  14.066  0.018  1  1  1  1  1
1-2126-41-1-141-145  PG0918-S60  15.656  0  15.092  0  0  0  14.43  0  16.472  0.014  15.311  0.023  14.941  0.013  14.806  0.013  14.784  0.018  1  1  1  1  1
1-2126-41-1-141-152  PG0918-S65  18.079  0  17.378  0  16.941  0  16.502  0  18.898  0.021  17.712  0.023  17.15  0.014  16.935  0.014  16.819  0.019  1  1  1  1  1
1-2126-41-1-141-158  PG0918-S95  17.597  0  17.052  0  0  0  16.368  0  18.354  0.018  17.28  0.023  16.884  0.014  16.76  0.014  16.713  0.019  1  1  1  1  1
1-2126-41-1-141-165  PG0918-S119  15.337  0  14.565  0  0  0  13.765  0  16.448  0.014  14.92  0.023  14.335  0.013  14.176  0.013  14.111  0.018  1  1  1  1  1
1-2126-41-1-141-172  PG0918-S72  17.77  0  17.253  0  0  0  16.611  0  18.547  0.019  17.457  0.023  17.084  0.014  16.989  0.014  16.989  0.02  1  1  1  1  1
1-2126-41-1-141-175  PG0918-S121  17.467  0  16.458  0  0  0  15.419  0  19.104  0.024  16.941  0.023  16.125  0.014  15.863  0.014  15.73  0.018  1  1  1  1  1
1-2126-41-1-141-178  PG0918-S74  17.01  0  16.42  0  16.029  0  15.674  0  17.682  0.015  16.667  0.023  16.229  0.014  16.09  0.014  16.032  0.018  1  1  1  1  1
1-2126-41-1-141-218  PG0918-S106  0  0  18.762  0  0  0  17.145  0  22.106  0.205  19.478  0.026  18.254  0.015  17.684  0.014  17.328  0.021  1  1  1  1  1
1-2126-41-1-141-279  PG0918-S97  0  0  17.876  0  0  0  16.476  0  21.062  0.085  18.519  0.024  17.383  0.014  16.975  0.014  16.703  0.019  1  1  1  1  1
1-2126-41-1-141-289  PG0918-S122  0  0  18.042  0  0  0  15.89  0  21.266  0.1  18.789  0.024  17.448  0.014  16.505  0.014  15.986  0.018  1  1  1  1  1
1-2126-41-1-142-66  PG0918-S83  18.297  0  17.585  0  0  0  16.784  0  19.26  0.025  17.83  0.024  17.367  0.013  17.168  0.012  17.111  0.017  1  1  1  1  1
1-2126-41-1-142-76  PG0918-S153  15.141  0  14.531  0  0  0  13.817  0  15.977  0.012  14.746  0.023  14.391  0.012  14.231  0.011  14.181  0.014  1  1  1  1  1
1-2126-41-1-142-134  PG0918-S100  0  0  19.361  0  0  0  17.92  0  23.088  0.387  19.932  0.029  18.835  0.014  18.381  0.014  18.158  0.024  1  1  1  1  1
1-2126-41-1-142-140  PG0918-S79  19.555  0  18.212  0  0  0  16.551  0  21.728  0.146  18.914  0.025  17.673  0.013  17.081  0.012  16.733  0.016  1  1  1  1  1
1-3325-41-4-497-28  L95-S215  0  0  16.382  0  0  0  15.461  0  17.962  0.021  16.718  0.012  16.161  0.018  15.911  0.013  15.79  0.014  1  1  1  1  1
1-3325-41-4-497-42  L95-S12  18.515  0  17.823  0  17.405  0  16.942  0  19.422  0.035  18.17  0.013  17.594  0.018  17.419  0.014  17.271  0.018  1  1  1  1  1
1-3325-41-4-497-55  L95-100  16.398  0  15.604  0  15.124  0  14.643  0  17.458  0.02  16.006  0.012  15.334  0.018  15.132  0.013  14.956  0.013  1  1  1  1  1
1-3325-41-4-497-80  L95-S221  0  0  17.253  0  0  0  16.234  0  19.316  0.034  17.658  0.012  16.989  0.018  16.69  0.014  16.536  0.015  1  1  1  1  1
1-3325-41-4-497-82  L95-102  16.528  0  15.653  0  15.139  0  14.625  0  17.687  0.02  16.081  0.012  15.365  0.018  15.107  0.013  14.94  0.013  1  1  1  1  1
1-3325-41-4-497-85  L95-S170  16.818  0  15.924  0  15.407  0  14.821  0  18.006  0.021  16.379  0.012  15.643  0.018  15.31  0.013  15.146  0.013  1  1  1  1  1
1-3325-41-4-497-89  L95-S40  17.598  0  16.972  0  16.588  0  16.175  0  18.511  0.025  17.255  0.012  16.773  0.018  16.625  0.014  16.525  0.015  1  1  1  1  1
1-3325-41-4-497-98  L95-S49  19.554  0  17.847  0  16.73  0  15.534  0  21.315  0.13  18.811  0.014  17.163  0.018  16.154  0.014  15.591  0.014  1  1  1  1  1
1-3325-41-4-497-151  L95-S10  20.307  0  19.017  0  0  0  17.573  0  22.011  0.228  19.72  0.018  18.538  0.019  18.066  0.015  17.745  0.022  1  1  1  1  1
1-3325-41-4-497-152  L95-S218  19.869  0  19.206  0  0  0  18.358  0  20.608  0.074  19.536  0.017  18.999  0.02  18.814  0.017  18.628  0.036  1  1  1  1  1
1-3325-41-4-497-156  L95-S20  20.126  0  18.739  0  0  0  16.525  0  21.235  0.12  19.56  0.02  18.152  0.019  17.164  0.014  16.584  0.015  1  0  1  1  1
1-3325-41-4-497-158  L95-S21  20.259  0  18.962  0  0  0  17.392  0  22.731  0.425  19.71  0.018  18.491  0.019  18.056  0.015  17.669  0.021  1  1  1  1  1
1-3325-41-4-497-160  L95-S25  20.602  0  19.053  0  0  0  17.107  0  25.424  0.958  19.921  0.02  18.429  0.019  17.661  0.014  17.191  0.018  1  1  1  0  1
1-3325-41-4-497-162  L95-S28  20.698  0  19.142  0  0  0  16.36  0  22.452  0.336  19.919  0.019  18.486  0.019  17.092  0.014  16.346  0.015  1  1  1  1  1
1-3325-41-4-497-167  L95-S166  19.882  0  19.358  0  0  0  18.651  0  20.923  0.095  19.573  0.017  19.194  0.021  19.092  0.018  18.925  0.045  1  1  1  1  1
1-3325-41-4-497-169  L95-S167  19.788  0  18.491  0  0  0  16.954  0  21.376  0.136  19.191  0.015  17.995  0.019  17.491  0.014  17.159  0.017  1  1  1  1  1
1-3325-41-4-497-176  L95-S38  20.19  0  19.257  0  18.696  0  18.107  0  21.327  0.131  19.694  0.018  18.94  0.02  18.562  0.016  18.393  0.031  1  1  1  1  1
1-3325-41-4-497-178  L95-S41  19.247  0  17.865  0  17.024  0  16.291  0  21.297  0.128  18.61  0.014  17.324  0.018  16.813  0.014  16.484  0.015  1  0  1  1  1
1-3325-41-4-497-179  L95-S228  0  0  19.257  0  18.631  0  0  0  21.767  0.191  19.809  0.019  18.898  0.02  18.46  0.016  18.164  0.027  1  1  1  1  1
1-3325-41-4-497-182  L95-S43  18.498  0  16.879  0  15.758  0  14.379  0  20.361  0.063  17.766  0.012  16.283  0.018  15.071  0.013  14.443  0.013  1  1  1  1  1
1-3325-41-4-497-187  L95-S231  0  0  19.455  0  0  0  18.169  0  21.928  0.218  20.007  0.021  19.095  0.02  18.643  0.016  18.447  0.032  1  1  1  1  1
1-3325-41-4-497-191  L95-S235  19.296  0  18.135  0  17.449  0  16.744  0  20.855  0.091  18.738  0.014  17.751  0.018  17.269  0.014  16.958  0.017  1  1  1  1  1
1-3325-41-4-497-193  L95-S50  20.357  0  18.97  0  18.133  0  17.371  0  22.542  0.366  19.732  0.018  18.599  0.021  17.908  0.015  17.545  0.02  1  1  0  1  1
1-3325-41-4-497-197  L95-S240  0  0  17.865  0  16.975  0  16.172  0  21.366  0.136  18.687  0.014  17.3  0.018  16.684  0.014  16.31  0.015  1  1  1  1  1
1-3325-41-4-497-198  L95-S53  20.217  0  19.012  0  18.291  0  17.641  0  21.687  0.177  19.633  0.018  18.559  0.019  18.161  0.015  17.851  0.023  1  1  1  1  1
1-3325-41-4-497-200  L95-S242  0  0  19.514  0  18.916  0  18.199  0  21.56  0.16  20.091  0.021  19.175  0.021  18.752  0.016  18.402  0.031  1  1  1  1  1
1-3325-41-4-497-277  L95-S236  0  0  19.907  0  19.041  0  18.248  0  23.503  0.79  20.7  0.031  19.336  0.021  18.819  0.017  18.448  0.033  1  1  1  1  1
1-3325-41-4-498-10  L95-S245  17.624  0  16.622  0  16.054  0  15.47  0  18.869  0.023  17.135  0.012  16.31  0.015  15.928  0.014  15.737  0.014  0  1  1  1  1
1-3325-41-4-498-13  L95-S177  18.094  0  17.166  0  16.636  0  16.049  0  19.268  0.029  17.626  0.012  16.85  0.015  16.526  0.014  16.34  0.015  0  1  0  1  1
1-3325-41-4-498-18  L95-S178  17.123  0  16.223  0  15.697  0  15.116  0  18.207  0.017  16.689  0.012  15.932  0.015  15.58  0.014  15.415  0.014  0  1  1  1  1
1-3325-41-4-498-30  L95-S250  18.1  0  17.191  0  16.677  0  16.086  0  19.176  0.028  17.646  0.012  16.912  0.015  16.558  0.014  16.387  0.015  0  1  1  1  1
1-3325-41-4-498-42  L95-S185  17.875  0  16.983  0  16.462  0  15.9  0  18.926  0.023  17.424  0.012  16.712  0.015  16.366  0.014  16.198  0.015  0  1  1  1  1
1-3325-41-4-498-63  L95-S196  17.143  0  16.389  0  15.919  0  15.351  0  18.132  0.016  16.787  0.012  16.119  0.015  15.843  0.014  15.682  0.014  0  1  1  1  1
1-3325-41-4-498-87  L95-S272  18.097  0  17.031  0  16.365  0  15.71  0  19.474  0.033  17.592  0.012  16.626  0.015  16.212  0.014  15.932  0.015  0  1  1  1  1
1-3325-41-4-498-104  L95-S279  18.18  0  17.303  0  16.777  0  0  0  19.293  0.029  17.757  0.012  16.984  0.015  16.678  0.014  16.482  0.016  0  1  1  1  1
1-3325-41-4-498-143  L95-S176  20.179  0  19.358  0  18.808  0  18.275  0  21.017  0.101  19.704  0.018  19.079  0.018  18.725  0.017  18.543  0.034  0  1  1  1  1
1-3325-41-4-498-149  L95-S249  19.133  0  17.859  0  17.123  0  16.392  0  20.825  0.087  18.552  0.013  17.401  0.015  16.897  0.014  16.607  0.016  0  1  1  1  1
1-3325-41-4-498-151  L95-S59  20.321  0  18.786  0  17.798  0  16.859  0  22.319  0.3  19.692  0.018  18.159  0.016  17.431  0.014  17.014  0.017  0  1  1  1  1
1-3325-41-4-498-153  L95-S254  0  0  18.609  0  17.482  0  16.261  0  21.928  0.217  19.623  0.018  17.93  0.015  16.912  0.014  16.347  0.015  0  1  1  1  1
1-3325-41-4-498-160  L95-S259  0  0  17.865  0  16.829  0  15.784  0  21.288  0.127  18.829  0.014  17.187  0.015  16.388  0.014  15.93  0.015  0  1  1  1  1
1-3325-41-4-498-163  L95-S68  19.978  0  18.286  0  17.22  0  16.193  0  22.303  0.297  19.28  0.016  17.622  0.015  16.797  0.014  16.301  0.016  0  1  1  1  1
1-3325-41-4-498-165  L95-S260  0  0  19.393  0  18.725  0  18.027  0  21.902  0.212  20.01  0.021  19.016  0.017  18.558  0.016  18.313  0.03  0  1  1  1  1
1-3325-41-4-498-167  L95-S69  19.388  0  17.805  0  16.755  0  15.547  0  21.393  0.137  18.717  0.014  17.177  0.015  16.186  0.014  15.658  0.014  0  1  1  1  1
1-3325-41-4-498-169  L95-S71  0  0  18.963  0  18.011  0  17.125  0  22.249  0.283  19.904  0.02  18.377  0.016  17.693  0.014  17.27  0.018  0  1  1  1  1
1-3325-41-4-498-171  L95-S72  19.163  0  17.965  0  17.267  0  16.588  0  20.816  0.086  18.593  0.014  17.567  0.015  17.112  0.014  16.844  0.017  0  1  1  1  1
1-3325-41-4-498-173  L95-S73  18.503  0  17.382  0  16.734  0  16.128  0  19.998  0.047  17.962  0.013  17.014  0.015  16.631  0.014  16.379  0.015  0  1  1  1  1
1-3325-41-4-498-175  L95-S266  18.962  0  17.576  0  16.709  0  0  0  21.066  0.105  18.377  0.013  17.015  0.015  16.489  0.014  16.142  0.015  0  1  1  1  1
1-3325-41-4-498-178  L95-S195  19.122  0  18.196  0  17.65  0  17.031  0  20.235  0.055  18.695  0.014  17.908  0.015  17.56  0.014  17.305  0.019  0  0  1  1  1
